#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:cytob_alignment" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cytob_alignment" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:cytob_alignment" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.cytob_alignment" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cytob_alignment" name="distribution" x="@birthRate.t:cytob_alignment">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@cytob_alignment" id="treeLikelihood.cytob_alignment" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:cytob_alignment">
#            <siteModel id="SiteModel.s:cytob_alignment" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:cytob_alignment" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:cytob_alignment" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:cytob_alignment" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:cytob_alignment" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:cytob_alignment" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:cytob_alignment" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate
3688000	-3115.9131583454086	-3138.9456780851992	23.03251973979049	-3138.9456780851992	0.043945466028605495	0.2473352288442841	23.03251973979049	46.89309148760856
3689000	-3117.228345906881	-3141.743750409025	24.51540450214395	-3141.743750409025	0.033105600199883324	0.21542731073766258	24.51540450214395	36.58721745404155
3690000	-3121.6775366604074	-3144.436178377027	22.758641716619614	-3144.436178377027	0.03678286107266069	0.24287856969905902	22.758641716619614	23.889036982949058
3691000	-3122.994448782022	-3146.019504723234	23.02505594121218	-3146.019504723234	0.0386937249609183	0.2544253359078322	23.02505594121218	31.18134859461519
3692000	-3124.8742564708173	-3147.6568405013745	22.78258403055744	-3147.6568405013745	0.037870302549840654	0.2483404679196678	22.78258403055744	25.192355734403108
3693000	-3119.1942461069616	-3142.8450439450644	23.65079783810267	-3142.8450439450644	0.04984876435363181	0.23864028695282552	23.65079783810267	35.29102683592939
3694000	-3118.018657976767	-3141.8902297015698	23.871571724802806	-3141.8902297015698	0.03975279837316237	0.2287176096730021	23.871571724802806	31.97932681332404
3695000	-3121.315430824554	-3144.787825677113	23.472394852559052	-3144.787825677113	0.037416681999919946	0.22645763256947443	23.472394852559052	57.101617882178004
3696000	-3120.2480416313074	-3143.8308029370155	23.582761305708246	-3143.8308029370155	0.046333353744088084	0.2397106564521827	23.582761305708246	33.831556590558556
3697000	-3120.5309937132	-3142.994415962189	22.46342224898881	-3142.994415962189	0.043260682604727645	0.26829489974546655	22.46342224898881	27.74078433509764
3698000	-3117.2777832684433	-3140.208820145241	22.931036876797965	-3140.208820145241	0.042666631549803526	0.22702851404122207	22.931036876797965	63.640564438808575
3699000	-3116.7172141150486	-3140.421716603465	23.70450248841633	-3140.421716603465	0.042709490181299645	0.23769593662392982	23.70450248841633	37.20295022455653
3700000	-3119.4891030260333	-3143.0089326548105	23.519829628777323	-3143.0089326548105	0.036107121691381666	0.2288862800411576	23.519829628777323	27.36419265452629
3701000	-3114.146031016713	-3137.1087212046327	22.962690187919534	-3137.1087212046327	0.043487368834789396	0.2487396019069694	22.962690187919534	46.96286701101157
3702000	-3127.83251276192	-3151.16937089632	23.33685813439986	-3151.16937089632	0.04827788521784946	0.23837612998216293	23.33685813439986	28.264260862608268
3703000	-3120.973004675342	-3143.717996334276	22.74499165893383	-3143.717996334276	0.05080778085987319	0.2614514094737988	22.74499165893383	39.91347280157359
3704000	-3129.685539605501	-3151.0182159972233	21.33267639172213	-3151.0182159972233	0.047910477855064894	0.2762852418800607	21.33267639172213	50.628988926191916
3705000	-3119.624339830561	-3142.7959031498053	23.17156331924454	-3142.7959031498053	0.043377064892360935	0.2388670710944368	23.17156331924454	51.51588463177696
3706000	-3117.5126258135756	-3140.7885821658037	23.275956352227926	-3140.7885821658037	0.044578489150292944	0.23834043429314244	23.275956352227926	50.25897433772284
3707000	-3117.4368515701576	-3139.0040528252075	21.56720125505003	-3139.0040528252075	0.04293031813564398	0.24771590228682042	21.56720125505003	64.08330428796722
3708000	-3118.4717407072685	-3142.3675609069232	23.895820199654676	-3142.3675609069232	0.04313792217473858	0.2320204936183598	23.895820199654676	35.832333508335594
3709000	-3118.8271427790232	-3142.297948805827	23.470806026803864	-3142.297948805827	0.04038107915641882	0.2299868100060998	23.470806026803864	27.175204465619235
3710000	-3120.5583613885046	-3144.3012438941037	23.742882505599134	-3144.3012438941037	0.03959898864047029	0.23642502302274437	23.742882505599134	36.19478118981367
3711000	-3117.3406670602394	-3141.8977254901283	24.55705842988912	-3141.8977254901283	0.038015286880579195	0.21607195169522195	24.55705842988912	40.00239995019276
3712000	-3115.1759663495445	-3139.2126433526932	24.036677003148704	-3139.2126433526932	0.036429483823797425	0.22909492445056256	24.036677003148704	39.84750213589885
3713000	-3115.5106501716896	-3138.3168473890473	22.8061972173579	-3138.3168473890473	0.041846991155609026	0.24004688668938157	22.8061972173579	55.73836495299709
3714000	-3118.3854339698173	-3141.563798747007	23.17836477718932	-3141.563798747007	0.03721219753131147	0.22132713686725028	23.17836477718932	65.05856597382328
3715000	-3115.658863212398	-3139.0959218628695	23.437058650471663	-3139.0959218628695	0.04046591877594221	0.24336798768934345	23.437058650471663	41.28449225442439
3716000	-3115.9676209731015	-3139.2895971134635	23.321976140361826	-3139.2895971134635	0.04037999452668896	0.24787640466586397	23.321976140361826	34.948989973210146
3717000	-3117.7334446654054	-3142.1723867244896	24.438942059084113	-3142.1723867244896	0.03596946082495721	0.21841719943227586	24.438942059084113	44.554942129488296
3718000	-3119.446405884498	-3143.8869205001456	24.440514615647768	-3143.8869205001456	0.03174105242174155	0.21105692251801011	24.440514615647768	55.36185523567768
3719000	-3120.4404644922342	-3142.6207945629003	22.180330070665924	-3142.6207945629003	0.036855458862155785	0.2484194485050263	22.180330070665924	57.51758204725343
3720000	-3117.977107645485	-3141.025040466557	23.047932821072383	-3141.025040466557	0.04615220716961847	0.2502639499067303	23.047932821072383	43.959672905216195
3721000	-3117.9983086624275	-3138.8414490120754	20.843140349647875	-3138.8414490120754	0.037847867415140846	0.23581732814274367	20.843140349647875	77.77955727412795
3722000	-3116.8554730942224	-3139.670078808645	22.81460571442256	-3139.670078808645	0.04095620837560447	0.22855542175834748	22.81460571442256	63.86095565653518
3723000	-3122.555339420357	-3145.507840512484	22.95250109212685	-3145.507840512484	0.04549055435919746	0.25135340068783857	22.95250109212685	28.0079354953011
3724000	-3119.918343646248	-3143.864246694404	23.945903048155543	-3143.864246694404	0.03668522901056761	0.23093148876301883	23.945903048155543	36.4426711359512
3725000	-3123.6371595063647	-3146.3524022928054	22.715242786440726	-3146.3524022928054	0.04221706786826149	0.2570669947696828	22.715242786440726	44.58504651774064
3726000	-3122.0017776722298	-3145.775964151325	23.77418647909498	-3145.775964151325	0.042677483722075374	0.23433322027836848	23.77418647909498	43.01141681163981
3727000	-3116.420714459155	-3138.437494743303	22.016780284147806	-3138.437494743303	0.04420609976005764	0.2505121759662729	22.016780284147806	20.334237454816623
3728000	-3115.4735778038184	-3138.385927226545	22.912349422726507	-3138.385927226545	0.04213588572871524	0.24906953511106042	22.912349422726507	26.706069303334594
3729000	-3115.8186685658934	-3139.5235899736826	23.704921407789467	-3139.5235899736826	0.045314671728776824	0.2363663273440338	23.704921407789467	42.29434922903382
3730000	-3120.1234638526325	-3143.4051412095755	23.28167735694315	-3143.4051412095755	0.04488895549035524	0.2327930342739408	23.28167735694315	26.10140791948941
3731000	-3116.3173806724308	-3139.682561121496	23.36518044906493	-3139.682561121496	0.04667397138382398	0.24681930301170474	23.36518044906493	35.75368379781515
3732000	-3122.596954685052	-3142.8037476123945	20.20679292734251	-3142.8037476123945	0.05115228611000059	0.2615423080066219	20.20679292734251	14.312275864895351
3733000	-3116.9784978981816	-3140.1874433312214	23.20894543303964	-3140.1874433312214	0.042655092426117376	0.24831375750457735	23.20894543303964	42.026493632677585
3734000	-3117.1487259954893	-3140.133063873384	22.984337877894525	-3140.133063873384	0.038221180777765186	0.2560319364775475	22.984337877894525	39.09673450147413
3735000	-3125.967704999149	-3149.5924599353966	23.624754936247403	-3149.5924599353966	0.04245238837777628	0.23080388992217044	23.624754936247403	50.82746778595303
3736000	-3120.433999953049	-3142.8778191613337	22.443819208284644	-3142.8778191613337	0.0407059818639502	0.24815943016080533	22.443819208284644	22.538075966268458
3737000	-3128.407321266833	-3150.4702619445757	22.06294067774231	-3150.4702619445757	0.04431397621754844	0.27740875691828343	22.06294067774231	25.35314560631494
3738000	-3117.0036419912094	-3140.2050234884923	23.201381497282924	-3140.2050234884923	0.0425226253972528	0.25045774432693585	23.201381497282924	32.9081234759826
3739000	-3117.8691816681117	-3141.026185317088	23.15700364897639	-3141.026185317088	0.04412472225424827	0.24341944507570673	23.15700364897639	47.99413474804466
3740000	-3116.6536545560552	-3140.583699142876	23.930044586820614	-3140.583699142876	0.03557944360531562	0.2310681168875752	23.930044586820614	35.837238114013026
3741000	-3124.243202508088	-3142.433899391848	18.19069688376014	-3142.433899391848	0.04295016439323823	0.234858997082187	18.19069688376014	98.40380090622851
3742000	-3114.4720453358286	-3138.26742039637	23.795375060541375	-3138.26742039637	0.04022783707681803	0.23517749465967822	23.795375060541375	36.84615939383585
3743000	-3117.2800859644026	-3140.7542896577256	23.47420369332309	-3140.7542896577256	0.04092135486812068	0.2388258775295567	23.47420369332309	30.479643287368436
3744000	-3115.8355637031827	-3139.8946974428354	24.05913373965268	-3139.8946974428354	0.04189227052253855	0.22373187997685676	24.05913373965268	49.10895608890675
3745000	-3118.385820344675	-3141.4510100832867	23.065189738611846	-3141.4510100832867	0.03861584057376139	0.2320729668678468	23.065189738611846	58.24041663361361
3746000	-3120.1909620327524	-3142.619738942585	22.428776909832948	-3142.619738942585	0.038993905121770506	0.23797648540486413	22.428776909832948	61.57635596128999
3747000	-3113.713813692917	-3137.3417852302805	23.62797153736326	-3137.3417852302805	0.04006714648977521	0.23971139293505642	23.62797153736326	38.327282874979424
3748000	-3119.597716598629	-3142.563686154859	22.965969556229926	-3142.563686154859	0.05030442196376731	0.2543878177387541	22.965969556229926	41.71473119263241
3749000	-3117.5474325071905	-3142.3546778054265	24.807245298236122	-3142.3546778054265	0.03692573847883752	0.2060706029310701	24.807245298236122	53.09994642703924
3750000	-3118.2724801850554	-3142.4419078231476	24.16942763809199	-3142.4419078231476	0.03565160826373529	0.21845380379358817	24.16942763809199	52.69152369995439
3751000	-3119.505170299085	-3141.426438602451	21.921268303366112	-3141.426438602451	0.04169056061735571	0.22793288364110506	21.921268303366112	73.51169174708023
3752000	-3117.8855976401205	-3139.283073079402	21.397475439281628	-3139.283073079402	0.04901100198992131	0.27022279083454054	21.397475439281628	53.13261177116431
3753000	-3119.7202703583034	-3141.7537526191495	22.033482260845986	-3141.7537526191495	0.041706095924813294	0.25161288927912906	22.033482260845986	20.541303541886275
3754000	-3118.0952323932693	-3140.407803303785	22.31257091051574	-3140.407803303785	0.047316824682501354	0.2530452693346305	22.31257091051574	53.10380137346646
3755000	-3115.654973336243	-3138.999020354271	23.344047018028164	-3138.999020354271	0.04358481359258015	0.24235230088533183	23.344047018028164	45.234694927886956
3756000	-3120.508501394547	-3141.8719859759713	21.36348458142456	-3141.8719859759713	0.03853856175493811	0.23998045943259233	21.36348458142456	70.66366681913368
3757000	-3116.304847892785	-3139.532710210035	23.227862317250125	-3139.532710210035	0.04071237955695767	0.2277862756519345	23.227862317250125	24.648557607816656
3758000	-3117.6902824693284	-3140.391476610517	22.70119414118893	-3140.391476610517	0.04228493303894148	0.2625555806336787	22.70119414118893	39.90608250503785
3759000	-3118.0815389379445	-3139.1391108615985	21.05757192365401	-3139.1391108615985	0.04237182087788264	0.24409817293190436	21.05757192365401	16.0309703907662
3760000	-3115.1531559385007	-3139.171718083541	24.018562145040026	-3139.171718083541	0.03811293843226567	0.2293748586597721	24.018562145040026	37.602041721506026
3761000	-3117.1430476068067	-3140.639580396247	23.4965327894402	-3140.639580396247	0.04072460391725516	0.23505558493056392	23.4965327894402	29.10009085307459
3762000	-3113.6980031632556	-3137.716421457006	24.018418293750475	-3137.716421457006	0.03885618773716877	0.22914650032977113	24.018418293750475	41.75076431888714
3763000	-3118.0466766476657	-3140.632708069161	22.586031421495008	-3140.632708069161	0.03446768082760147	0.23151677250612557	22.586031421495008	64.29428443320204
3764000	-3119.0227387315563	-3143.284767723954	24.262028992397333	-3143.284767723954	0.03306743881124729	0.2230633061080537	24.262028992397333	42.77677401550145
3765000	-3115.1304958520423	-3138.7350060312156	23.604510179173253	-3138.7350060312156	0.03925311213274266	0.2306163357787611	23.604510179173253	51.37392887808969
3766000	-3116.484488668155	-3140.3625617340585	23.878073065903735	-3140.3625617340585	0.03813099998656291	0.22421921308433937	23.878073065903735	29.919576202318165
3767000	-3114.8636062982528	-3138.9003291713066	24.036722873053584	-3138.9003291713066	0.04122655938558584	0.2275529638562785	24.036722873053584	44.36288207887439
3768000	-3115.5181221019006	-3138.8775056319228	23.359383530022328	-3138.8775056319228	0.042315327971166404	0.24386151501025682	23.359383530022328	43.15379236385316
3769000	-3122.1210932986205	-3145.6341037835195	23.513010484899105	-3145.6341037835195	0.043377681816451526	0.24024042777905666	23.513010484899105	43.23648979984186
3770000	-3117.979134696326	-3142.0781540945404	24.099019398214086	-3142.0781540945404	0.03956610337288252	0.22698923537905388	24.099019398214086	42.46530473575166
3771000	-3118.289294897836	-3140.630012403824	22.34071750598807	-3140.630012403824	0.041952417452739144	0.23826260156682438	22.34071750598807	20.70789084911986
3772000	-3120.179802580749	-3143.4944561643897	23.31465358364093	-3143.4944561643897	0.03466927758553487	0.2105598806349523	23.31465358364093	72.17535593184452
3773000	-3118.2396049113117	-3142.3400776839853	24.100472772673797	-3142.3400776839853	0.044603350072833635	0.22469692983531783	24.100472772673797	34.07360159808764
3774000	-3115.075322107459	-3138.484328456687	23.409006349227788	-3138.484328456687	0.03707436750301839	0.22739818199361883	23.409006349227788	57.23997585209803
3775000	-3114.4264160397806	-3137.3977769452704	22.971360905489863	-3137.3977769452704	0.04150461728928244	0.2419590556910377	22.971360905489863	52.11526339460662
3776000	-3120.549144324	-3144.361066429983	23.811922105983413	-3144.361066429983	0.046092413426036594	0.23479093024378533	23.811922105983413	37.11456842503587
3777000	-3117.6049376205065	-3140.401004603364	22.79606698285756	-3140.401004603364	0.046960379744907535	0.256739281759661	22.79606698285756	43.3101373477913
3778000	-3122.314099420131	-3145.648252166178	23.334152746046907	-3145.648252166178	0.042997956989180484	0.22987643264436103	23.334152746046907	25.898007547139123
3779000	-3116.459288450952	-3139.0825327570196	22.623244306067768	-3139.0825327570196	0.04753598397589587	0.25421608902652115	22.623244306067768	25.08332062793996
3780000	-3118.9419031434886	-3141.6317159082714	22.68981276478292	-3141.6317159082714	0.04501170324121133	0.26367036116516157	22.68981276478292	38.97251550323338
3781000	-3114.625872188484	-3138.2123401480253	23.586467959541213	-3138.2123401480253	0.04612488300204377	0.24085639699321773	23.586467959541213	37.77852524825418
3782000	-3113.7199273195356	-3137.070837258797	23.350909939261506	-3137.070837258797	0.04187535002727411	0.246180955138496	23.350909939261506	33.2472984445055
3783000	-3114.2185922149665	-3136.9559161728957	22.737323957929277	-3136.9559161728957	0.0419128775171844	0.24625737464365988	22.737323957929277	24.357335020639763
3784000	-3120.860593771479	-3144.533537048138	23.67294327665865	-3144.533537048138	0.03748994886224949	0.2383635872192408	23.67294327665865	36.21697221108599
3785000	-3117.4789208165785	-3141.731176246601	24.252255430022498	-3141.731176246601	0.03456525969869805	0.2182022372754586	24.252255430022498	51.13964193221565
3786000	-3118.1147887667494	-3140.5907603812616	22.47597161451221	-3140.5907603812616	0.04254064411813187	0.2605673311476516	22.47597161451221	25.206966077288953
3787000	-3121.404007613987	-3143.4336894265202	22.02968181253329	-3143.4336894265202	0.04534060142623299	0.23534663891084387	22.02968181253329	67.43691517899784
3788000	-3121.9301404313223	-3144.87316144659	22.943021015267814	-3144.87316144659	0.04449175630190645	0.258451800990802	22.943021015267814	33.25413614521691
3789000	-3120.2076439171174	-3142.5435229737514	22.335879056634102	-3142.5435229737514	0.03792614998313766	0.2452942116043861	22.335879056634102	21.484021024721
3790000	-3115.494493209692	-3138.8326806260425	23.338187416350404	-3138.8326806260425	0.03768492966767993	0.24042821424298272	23.338187416350404	47.26307257817772
3791000	-3125.3062822463326	-3147.3587235644964	22.05244131816374	-3147.3587235644964	0.044555567074902935	0.28547905755143177	22.05244131816374	32.57331154749146
3792000	-3118.734506650319	-3141.2267202210173	22.492213570698347	-3141.2267202210173	0.03595338616835152	0.2307353141447069	22.492213570698347	20.686440412315683
3793000	-3117.6519606699985	-3141.1948404327636	23.54287976276515	-3141.1948404327636	0.04022731085148115	0.23794961352286845	23.54287976276515	45.24293673172882
3794000	-3116.3198275200793	-3139.824045621779	23.50421810169961	-3139.824045621779	0.041760240229175086	0.2406839787949181	23.50421810169961	42.909239167751515
3795000	-3116.6307765683405	-3139.7465853163267	23.11580874798638	-3139.7465853163267	0.04309646679104713	0.2530576242968575	23.11580874798638	38.3620620809016
3796000	-3116.307739447861	-3139.526031719334	23.21829227147288	-3139.526031719334	0.0422910141511616	0.24867216123462474	23.21829227147288	31.542809142104225
3797000	-3122.640025654818	-3145.114920316712	22.474894661893646	-3145.114920316712	0.03926231408276688	0.2594004387125159	22.474894661893646	46.77185992495821
3798000	-3117.9596549087937	-3140.7846421810073	22.824987272213445	-3140.7846421810073	0.042798292576905546	0.26105892906789774	22.824987272213445	31.438067945936577
3799000	-3120.125404442302	-3142.8627387373053	22.737334295003016	-3142.8627387373053	0.051738755953785055	0.26269417482635166	22.737334295003016	38.66528796943831
3800000	-3121.304538661131	-3145.133654678316	23.829116017184706	-3145.133654678316	0.04006691317050666	0.2337324037991826	23.829116017184706	35.54185895817003
3801000	-3119.3597048406727	-3142.674494766127	23.3147899254541	-3142.674494766127	0.04039245083269588	0.21754005096979623	23.3147899254541	23.584840161558475
3802000	-3119.5810327954337	-3143.320987525838	23.739954730404452	-3143.320987525838	0.04389337609660581	0.23520179817469078	23.739954730404452	42.88954390194273
3803000	-3119.5112060809133	-3142.585627461861	23.074421380947484	-3142.585627461861	0.03950313542726811	0.23227173833882678	23.074421380947484	24.331463070281337
3804000	-3119.637090873986	-3142.1527235263234	22.515632652337274	-3142.1527235263234	0.04092281379639528	0.23643162170086424	22.515632652337274	21.425838462019986
3805000	-3117.0289624886886	-3139.2734027649594	22.244440276270943	-3139.2734027649594	0.04365194400773926	0.2610048628788933	22.244440276270943	48.90543742947442
3806000	-3117.575152804299	-3140.00333807076	22.42818526646111	-3140.00333807076	0.040663075334260446	0.24820790471739618	22.42818526646111	54.83847703516034
3807000	-3122.117509826088	-3144.5010216153023	22.383511789214605	-3144.5010216153023	0.049195227355654375	0.2749662077547121	22.383511789214605	31.106285960902195
3808000	-3119.789482385354	-3142.9355376493327	23.14605526397851	-3142.9355376493327	0.04116001525222903	0.25034564548645427	23.14605526397851	31.022206346983857
3809000	-3116.042032328935	-3139.9637499468977	23.921717617962635	-3139.9637499468977	0.038332514726944905	0.2245039446232388	23.921717617962635	51.309103181600356
3810000	-3119.1277188958875	-3140.138227897937	21.010509002049616	-3140.138227897937	0.047364238372838804	0.2576160019037831	21.010509002049616	63.415657558569855
3811000	-3118.764448652549	-3142.0499031610666	23.28545450851757	-3142.0499031610666	0.03929206774437151	0.24457452763119103	23.28545450851757	44.26991215184504
3812000	-3117.6296652954247	-3140.5831965710395	22.953531275614875	-3140.5831965710395	0.039689219492858654	0.23827720769042252	22.953531275614875	55.09655725934471
3813000	-3116.683144555003	-3139.7796526125308	23.09650805752811	-3139.7796526125308	0.04207581518795133	0.25244639972754823	23.09650805752811	31.46058623754559
3814000	-3119.326269308817	-3141.1100549911093	21.783785682292702	-3141.1100549911093	0.03853005170842837	0.22760632741745826	21.783785682292702	75.02910707667174
3815000	-3118.2424388939544	-3140.4987918595766	22.256352965622085	-3140.4987918595766	0.044600247560268924	0.2504318369651456	22.256352965622085	55.41067828542289
3816000	-3116.154286695344	-3139.8598693598537	23.705582664509755	-3139.8598693598537	0.03849806451317579	0.23769861454559382	23.705582664509755	37.60863151690302
3817000	-3118.377320448147	-3142.21159974668	23.83427929853263	-3142.21159974668	0.03468365743898486	0.21834014531504942	23.83427929853263	58.717092629897806
3818000	-3117.455649531995	-3139.944780500062	22.489130968067126	-3139.944780500062	0.04309098573088625	0.24638360373929674	22.489130968067126	55.309706267423984
3819000	-3116.767017229673	-3139.6831794402106	22.916162210537777	-3139.6831794402106	0.042086463460481845	0.24205150168250716	22.916162210537777	52.82957954321709
3820000	-3120.996314707801	-3142.969808557163	21.97349384936203	-3142.969808557163	0.04036674632795724	0.26312328820087355	21.97349384936203	50.926601447930054
3821000	-3117.724312531411	-3141.68109340678	23.956780875368654	-3141.68109340678	0.03632231238899093	0.2301170965642616	23.956780875368654	42.95095574996578
3822000	-3118.7596122607524	-3143.103658778224	24.344046517471934	-3143.103658778224	0.039309223161787206	0.22099589799553818	24.344046517471934	43.315538620235614
3823000	-3115.8921662453517	-3139.5768876757056	23.684721430353935	-3139.5768876757056	0.036082623299868236	0.2368972506788436	23.684721430353935	34.07204263977149
3824000	-3122.7075802284876	-3143.5213108904895	20.81373066200215	-3143.5213108904895	0.03869272691084853	0.2535631319948674	20.81373066200215	67.3326421598985
3825000	-3118.969887747696	-3142.370408571767	23.400520824071005	-3142.370408571767	0.039190399965969305	0.24124846397850983	23.400520824071005	45.078716899619224
3826000	-3114.9249135401283	-3138.0351007863806	23.110187246252067	-3138.0351007863806	0.039428657128083695	0.23552173884011937	23.110187246252067	55.02941485610568
3827000	-3118.708292061931	-3142.0649423900136	23.3566503280828	-3142.0649423900136	0.03738643312753182	0.24373333138794395	23.3566503280828	31.141496781038313
3828000	-3117.18835850824	-3141.156268166171	23.96790965793058	-3141.156268166171	0.04401977098013244	0.229722495424264	23.96790965793058	43.22996066593771
3829000	-3119.005260506174	-3140.768080434438	21.762819928264108	-3140.768080434438	0.03847621235274354	0.24262276940630043	21.762819928264108	65.34617775952091
3830000	-3115.21503560695	-3137.9149493922796	22.69991378532956	-3137.9149493922796	0.04364907155929962	0.23703924186315345	22.69991378532956	59.148873407471015
3831000	-3115.6164397294165	-3139.869412630623	24.25297290120686	-3139.869412630623	0.03550476578430348	0.2213573219668062	24.25297290120686	46.81558567503106
3832000	-3123.558418475218	-3145.42537929718	21.86696082196182	-3145.42537929718	0.04225915475495997	0.2611181904002535	21.86696082196182	20.705207431392534
3833000	-3115.300537572207	-3139.186324561152	23.885786988945355	-3139.186324561152	0.03792604909405044	0.2286651258958012	23.885786988945355	32.22179533145076
3834000	-3117.0909208631324	-3141.1898147853435	24.098893922211055	-3141.1898147853435	0.04058976368766784	0.2274756647554032	24.098893922211055	38.63295936730136
3835000	-3116.1126450309735	-3139.429605166324	23.31696013535052	-3139.429605166324	0.03849761570118461	0.23867297584841213	23.31696013535052	49.26036821013167
3836000	-3122.1371775036882	-3145.4684068961797	23.331229392491593	-3145.4684068961797	0.04493035181283689	0.24756891698504913	23.331229392491593	37.94574507303916
3837000	-3122.3615687751353	-3144.0302475932626	21.668678818127347	-3144.0302475932626	0.03871810559541169	0.22915068199427	21.668678818127347	17.22003431406964
3838000	-3115.1296192288696	-3139.1201166825695	23.990497453699962	-3139.1201166825695	0.04074703622284106	0.22982755800986465	23.990497453699962	36.711586925741074
3839000	-3117.8797014788242	-3141.8773052806932	23.99760380186893	-3141.8773052806932	0.035991985274808305	0.22989571070683834	23.99760380186893	37.463270682052375
3840000	-3117.457923109407	-3139.5882858911696	22.130362781762553	-3139.5882858911696	0.046098773896630724	0.26713903737648104	22.130362781762553	23.458051728369284
3841000	-3122.7154039791053	-3145.028978165668	22.313574186562466	-3145.028978165668	0.03887842439505422	0.24975799638073218	22.313574186562466	55.18213126347656
3842000	-3116.1474706394706	-3139.60112380719	23.453653167719313	-3139.60112380719	0.03970473422369772	0.2261266785659865	23.453653167719313	57.64508658021518
3843000	-3121.5489297600807	-3144.988559501791	23.439629741710398	-3144.988559501791	0.037129272287190325	0.2435711388138573	23.439629741710398	33.31998987450704
3844000	-3122.4579242475916	-3144.8717471166397	22.413822869047983	-3144.8717471166397	0.03665663222289415	0.25347698215231373	22.413822869047983	23.1785962527122
3845000	-3117.2767592949103	-3140.2118546132374	22.935095318326887	-3140.2118546132374	0.041353236915889734	0.2579898400344185	22.935095318326887	31.963581809177857
3846000	-3121.1514573594845	-3143.381139168664	22.229681809179564	-3143.381139168664	0.043386112847703676	0.2517052315860996	22.229681809179564	21.674737037594884
3847000	-3113.8905566357616	-3137.4068458839374	23.51628924817594	-3137.4068458839374	0.0440902887432275	0.24214092742980714	23.51628924817594	39.88030803750889
3848000	-3118.2777644338175	-3142.1747976954093	23.897033261591627	-3142.1747976954093	0.03700185696928513	0.22647288943070348	23.897033261591627	49.72879766270621
3849000	-3120.0285552262067	-3142.976142614329	22.94758738812247	-3142.976142614329	0.03899539309505367	0.24227760940120405	22.94758738812247	52.21808254011639
3850000	-3119.6689759726696	-3141.852477152673	22.183501180003415	-3141.852477152673	0.03922868900576566	0.2510747959597618	22.183501180003415	55.827721047822926
3851000	-3119.3088791196265	-3142.1092349761325	22.800355856505966	-3142.1092349761325	0.04427989529876679	0.25676683414860774	22.800355856505966	27.999793097669414
3852000	-3116.2032938661214	-3139.2109854505165	23.007691584395012	-3139.2109854505165	0.045807117193054823	0.24152899273802175	23.007691584395012	51.91207541885466
3853000	-3116.5779932211594	-3138.723953942154	22.145960720994296	-3138.723953942154	0.044670767550640575	0.24684865744440584	22.145960720994296	58.87046209003151
3854000	-3117.2294670125	-3140.9481492290083	23.718682216508192	-3140.9481492290083	0.041316620746145345	0.23722057168030378	23.718682216508192	39.24663055599054
3855000	-3116.6620866093594	-3140.6971898424194	24.0351032330598	-3140.6971898424194	0.035950807014009836	0.22880411813430435	24.0351032330598	37.18766851369728
3856000	-3122.369351808286	-3141.8199763675243	19.450624559238427	-3141.8199763675243	0.038370980491800814	0.24570126925639546	19.450624559238427	82.45757405746483
3857000	-3121.323555032424	-3143.8737117085416	22.55015667611784	-3143.8737117085416	0.0493638901474002	0.26454114172442533	22.55015667611784	41.55493408264797
3858000	-3119.4372191321095	-3143.440156777539	24.002937645429608	-3143.440156777539	0.04176107262416837	0.22879927180196577	24.002937645429608	35.48053863482963
3859000	-3122.440076624039	-3144.9605584075853	22.52048178354615	-3144.9605584075853	0.03904338694595871	0.24635184722704634	22.52048178354615	22.776170069206206
