#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:cytob_alignment" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cytob_alignment" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:cytob_alignment" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.cytob_alignment" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cytob_alignment" name="distribution" x="@birthRate.t:cytob_alignment">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@cytob_alignment" id="treeLikelihood.cytob_alignment" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:cytob_alignment">
#            <siteModel id="SiteModel.s:cytob_alignment" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:cytob_alignment" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:cytob_alignment" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:cytob_alignment" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:cytob_alignment" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:cytob_alignment" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:cytob_alignment" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate
937000	-3118.1868752382356	-3140.597401612232	22.410526373996085	-3140.597401612232	0.045549109989849956	0.2541069234443433	22.410526373996085	23.26329143434524
938000	-3117.232742872266	-3140.4322981489977	23.199555276731544	-3140.4322981489977	0.040539544117889625	0.24065748362522116	23.199555276731544	49.59579444884575
939000	-3114.1585918224237	-3138.342552002137	24.18396017971328	-3138.342552002137	0.03672409306656577	0.22357086368245585	24.18396017971328	35.33406481326011
940000	-3115.399874479545	-3138.521127980023	23.121253500477888	-3138.521127980023	0.047562090905660825	0.25302978779182567	23.121253500477888	38.11424773729167
941000	-3118.0689483041097	-3141.5673370972504	23.498388793140727	-3141.5673370972504	0.039892199817605375	0.2432322946318921	23.498388793140727	36.711843637183534
942000	-3118.2169451242876	-3141.6218390617532	23.404893937465733	-3141.6218390617532	0.03561305190966669	0.2325670363434895	23.404893937465733	27.217967995043253
943000	-3116.6176789640235	-3140.598036317608	23.980357353584672	-3140.598036317608	0.034926864159630366	0.2295476263857415	23.980357353584672	42.99484761700985
944000	-3125.415788465614	-3147.8950516916643	22.479263226050605	-3147.8950516916643	0.04058890181017826	0.24934006718770302	22.479263226050605	53.477529282032975
945000	-3119.9732304313143	-3144.441360842915	24.468130411600445	-3144.441360842915	0.03458600620384216	0.21775409382396266	24.468130411600445	38.24615185604642
946000	-3118.689996786372	-3142.0789293174985	23.388932531126343	-3142.0789293174985	0.047194207241006064	0.2420057426148874	23.388932531126343	30.702834124246813
947000	-3118.148788334681	-3141.685682567692	23.536894233011214	-3141.685682567692	0.044932029570209	0.2344912285181665	23.536894233011214	48.988547443284354
948000	-3122.901617039361	-3144.413264502733	21.511647463371713	-3144.413264502733	0.04943918438573777	0.2733656110983264	21.511647463371713	20.098955954086865
949000	-3119.401709770681	-3143.467788320846	24.066078550165212	-3143.467788320846	0.034475502568052305	0.227853956161076	24.066078550165212	36.89910120852465
950000	-3121.168010617436	-3144.059231934569	22.891221317133308	-3144.059231934569	0.03744438428469608	0.24701496629768763	22.891221317133308	49.48913536118127
951000	-3116.5161255625594	-3139.392959152123	22.876833589563443	-3139.392959152123	0.04248220054568844	0.23273273995358168	22.876833589563443	60.10020863530563
952000	-3117.2498700982087	-3139.912700988885	22.662830890675956	-3139.912700988885	0.045065314748261184	0.24914621185684432	22.662830890675956	51.23457780249342
953000	-3121.170459770187	-3144.0086375281235	22.83817775793652	-3144.0086375281235	0.04155937656811934	0.25687692981554033	22.83817775793652	28.673118333553177
954000	-3121.1455202309376	-3144.63771120716	23.492190976222226	-3144.63771120716	0.03956994931332147	0.23750134408971024	23.492190976222226	30.104145767268854
955000	-3115.6185041969834	-3138.9555726369017	23.337068439918287	-3138.9555726369017	0.03954677938378768	0.24600503263420287	23.337068439918287	32.53481320457492
956000	-3119.8486258265116	-3141.8215005715183	21.972874745006735	-3141.8215005715183	0.04580091355438074	0.2749243859285278	21.972874745006735	43.83080545574516
957000	-3119.003146166706	-3140.5371514944886	21.534005327782783	-3140.5371514944886	0.04169790109013578	0.23675094171948557	21.534005327782783	71.18878872800926
958000	-3117.442175604169	-3141.2398167784127	23.79764117424387	-3141.2398167784127	0.04380677947795071	0.2331206868405924	23.79764117424387	33.59314370948691
959000	-3117.2151538533617	-3141.130695819924	23.91554196656232	-3141.130695819924	0.0344811619456184	0.2312813066892108	23.91554196656232	42.5275301586645
960000	-3119.899632271369	-3144.335550457962	24.43591818659326	-3144.335550457962	0.03554764324557305	0.215663880292685	24.43591818659326	49.68933271546865
961000	-3121.747940433784	-3145.4114135030386	23.663473069254586	-3145.4114135030386	0.044975476778671114	0.23419158676864205	23.663473069254586	46.54146776734023
962000	-3114.3982083858045	-3137.5193329047866	23.121124518981986	-3137.5193329047866	0.046560290177987435	0.2514417723182543	23.121124518981986	40.741027594805196
963000	-3118.6562757955767	-3142.153319612003	23.497043816426313	-3142.153319612003	0.03632225481369341	0.2303904518971872	23.497043816426313	27.552887112754224
964000	-3118.16792883158	-3141.337193056279	23.16926422469904	-3141.337193056279	0.04204274356988437	0.24510912956607486	23.16926422469904	46.26961612094774
965000	-3116.307898709261	-3138.498374013149	22.19047530388782	-3138.498374013149	0.03870401526040801	0.2290515578549543	22.19047530388782	19.17530294920856
966000	-3118.9371773765424	-3142.8969667010642	23.95978932452178	-3142.8969667010642	0.03750234509951805	0.2302647935871199	23.95978932452178	35.883394238075155
967000	-3122.6480063945164	-3143.666690847693	21.01868445317693	-3143.666690847693	0.04254516194949734	0.25204213650788154	21.01868445317693	66.45997874203802
968000	-3119.558355571357	-3142.244586341034	22.68623076967718	-3142.244586341034	0.045507830453657014	0.26208191037662404	22.68623076967718	40.77504040954503
969000	-3114.6437487380576	-3137.2700986992863	22.626349961228513	-3137.2700986992863	0.0401499947348159	0.23520655965017462	22.626349961228513	61.27177845802901
970000	-3119.2980369969455	-3140.8700477532707	21.572010756325405	-3140.8700477532707	0.05012699022011661	0.2654888451338319	21.572010756325405	53.92348866357348
971000	-3120.234445922467	-3142.8299525078437	22.59550658537691	-3142.8299525078437	0.04594127675449659	0.26041916106897006	22.59550658537691	26.529256766087627
972000	-3119.8510662909353	-3142.1852320673515	22.33416577641634	-3142.1852320673515	0.039110783841307395	0.23889010339433842	22.33416577641634	61.987806358539345
973000	-3116.3650180554255	-3139.1422164830583	22.777198427632634	-3139.1422164830583	0.03924356034369411	0.2536781152170848	22.777198427632634	26.56272717904512
974000	-3118.793231987586	-3141.350613034771	22.557381047185114	-3141.350613034771	0.04767963372478225	0.2653798441160836	22.557381047185114	27.96756631916677
975000	-3114.884087736037	-3139.1186592868735	24.23457155083618	-3139.1186592868735	0.03648301130302875	0.22213871164702992	24.23457155083618	46.179412088495525
976000	-3118.1440979943063	-3140.5738169281444	22.429718933837965	-3140.5738169281444	0.045616594498959676	0.24100823043153477	22.429718933837965	21.4939178509783
977000	-3122.4699043328665	-3145.9105966856328	23.440692352766337	-3145.9105966856328	0.039716199126299076	0.24350526038071083	23.440692352766337	40.904817570550414
978000	-3120.5767462163944	-3143.9679587971573	23.3912125807627	-3143.9679587971573	0.0385686238514733	0.2453364645946475	23.3912125807627	33.773283686075416
979000	-3121.028186042177	-3144.4164748821127	23.38828883993593	-3144.4164748821127	0.03757739045960696	0.22485705921154286	23.38828883993593	25.299487127474755
980000	-3116.448393293187	-3140.1997895615887	23.751396268401663	-3140.1997895615887	0.04424692811807113	0.2361567618565944	23.751396268401663	36.101489731526286
981000	-3118.8046664545936	-3142.744456314497	23.939789859903243	-3142.744456314497	0.04335956051854102	0.22698296582906202	23.939789859903243	32.21798720117819
982000	-3117.2399590883188	-3140.7286826637505	23.48872357543168	-3140.7286826637505	0.042601382898676154	0.243237658296152	23.48872357543168	38.74945051535111
983000	-3114.8917385205864	-3138.304639153789	23.412900633202693	-3138.304639153789	0.04154535677578456	0.24433727938204378	23.412900633202693	40.64033049176903
984000	-3119.417512234776	-3140.6197483932424	21.202236158466572	-3140.6197483932424	0.0449018724409737	0.23479053527821692	21.202236158466572	75.39846617371737
985000	-3116.1841333620437	-3138.904413082688	22.720279720644363	-3138.904413082688	0.045954233869675204	0.2508350445737582	22.720279720644363	25.197431421154548
986000	-3116.718966351543	-3139.977371918044	23.258405566501064	-3139.977371918044	0.04144149605366888	0.24887562499617585	23.258405566501064	33.116953170884216
987000	-3119.2964288061535	-3140.0536413528844	20.757212546730933	-3140.0536413528844	0.04367704662552584	0.24131735472098043	20.757212546730933	75.01136496675154
988000	-3117.9689315522696	-3141.580771322739	23.61183977046952	-3141.580771322739	0.034401633627794324	0.23439932571905236	23.61183977046952	47.516896541614074
989000	-3119.613311807939	-3143.286188276902	23.672876468962702	-3143.286188276902	0.036152032196665435	0.22721528957385298	23.672876468962702	28.49295180197876
990000	-3123.547110705396	-3143.3527614791838	19.805650773788024	-3143.3527614791838	0.04786039176225504	0.2781031517964868	19.805650773788024	13.857569417255164
991000	-3117.114497670596	-3140.3928689355657	23.278371264969902	-3140.3928689355657	0.04405082807125667	0.24501975415330304	23.278371264969902	43.96202289458249
992000	-3117.348997820752	-3140.3713242027457	23.022326381993604	-3140.3713242027457	0.0447549750190023	0.24703716400724496	23.022326381993604	47.324790814766914
993000	-3113.6825176194643	-3137.1616280914373	23.479110471972987	-3137.1616280914373	0.040195607252407145	0.2399794338606526	23.479110471972987	31.2561133529446
994000	-3120.274900088077	-3144.9447134818197	24.669813393742437	-3144.9447134818197	0.03772385360585098	0.20338542883854224	24.669813393742437	31.828594256697848
995000	-3117.892006629769	-3140.479324526187	22.587317896417918	-3140.479324526187	0.04151994127175029	0.261018714402156	22.587317896417918	43.7416408036062
996000	-3115.8473897041704	-3139.5204910344733	23.673101330302845	-3139.5204910344733	0.04525010104738808	0.23813207706288972	23.673101330302845	40.113791987152055
997000	-3121.4052038467435	-3144.355204710595	22.95000086385158	-3144.355204710595	0.038912761709167375	0.24111913614717978	22.95000086385158	53.04640017725998
998000	-3116.3521963764115	-3139.463963336165	23.11176695975319	-3139.463963336165	0.04800012025129263	0.2526158873775068	23.11176695975319	39.36093333334447
999000	-3121.488618814889	-3143.3032849771607	21.814666162271642	-3143.3032849771607	0.04803580245307591	0.26328187940174963	21.814666162271642	52.61249527839244
1000000	-3120.540790881614	-3143.906198430131	23.365407548516927	-3143.906198430131	0.04263234813378043	0.24279355440479372	23.365407548516927	30.71602275097005
1001000	-3114.1338413697545	-3137.682790774011	23.54894940425687	-3137.682790774011	0.042988961833817875	0.24173639652976847	23.54894940425687	35.97476232434519
1002000	-3118.3092554344785	-3141.43594112185	23.12668568737174	-3141.43594112185	0.045113150291690794	0.2492310765402625	23.12668568737174	43.17787365540584
1003000	-3121.584079338371	-3145.8166415944074	24.23256225603673	-3145.8166415944074	0.0367433711754115	0.2196282272098384	24.23256225603673	49.85350664803445
1004000	-3116.367233015563	-3138.682617426345	22.315384410781952	-3138.682617426345	0.03761315748129878	0.23294460001500866	22.315384410781952	66.177387111839
1005000	-3123.4607679227033	-3146.5608215531606	23.100053630457268	-3146.5608215531606	0.03610425483186141	0.22938273176732318	23.100053630457268	59.824203801140946
1006000	-3115.5842711147907	-3139.1070741482263	23.52280303343555	-3139.1070741482263	0.04392330542324911	0.24203626079582397	23.52280303343555	39.73357364426246
1007000	-3119.2749643032253	-3143.4197222622493	24.144757959023934	-3143.4197222622493	0.03754198974873466	0.22274265106256702	24.144757959023934	48.12410691888578
1008000	-3119.5780090532257	-3141.2862619874268	21.70825293420097	-3141.2862619874268	0.03988175156578496	0.2323093254862924	21.70825293420097	72.51478983934825
1009000	-3116.5561106781975	-3139.808019381031	23.251908702833624	-3139.808019381031	0.03676040999345762	0.20920641830787406	23.251908702833624	74.03883028481208
1010000	-3116.4614212817505	-3139.439671790622	22.97825050887154	-3139.439671790622	0.040151692254516584	0.23303427736712282	22.97825050887154	58.63211748530885
1011000	-3118.7059085248425	-3141.6327925494916	22.926884024649247	-3141.6327925494916	0.04392048159638605	0.24914214933376147	22.926884024649247	47.25380587990871
1012000	-3116.9341389902297	-3140.7414193648524	23.807280374622483	-3140.7414193648524	0.04458708289127171	0.2348807764478202	23.807280374622483	36.95394507818329
1013000	-3118.900222848023	-3140.6512822850814	21.7510594370585	-3140.6512822850814	0.04019915599554469	0.2569909377131178	21.7510594370585	56.87787460062404
1014000	-3119.7449808409747	-3142.331637314282	22.58665647330722	-3142.331637314282	0.03935846190937915	0.24942627987083923	22.58665647330722	23.76768313808476
1015000	-3117.3092703994926	-3141.2357619802287	23.926491580736034	-3141.2357619802287	0.042913602390618415	0.22021519922554875	23.926491580736034	29.078809395624805
1016000	-3122.2319730413406	-3144.422627779988	22.190654738647645	-3144.422627779988	0.044542362235456906	0.25610817097087163	22.190654738647645	52.6293997495472
1017000	-3121.091189335761	-3142.9408150113795	21.849625675618437	-3142.9408150113795	0.0443850783405708	0.2579456003687675	21.849625675618437	20.248021350092497
1018000	-3118.103908006783	-3141.154234174899	23.050326168115998	-3141.154234174899	0.04609203973005771	0.254494142940496	23.050326168115998	32.09551667993009
1019000	-3117.9272045846774	-3141.4867567354086	23.559552150731104	-3141.4867567354086	0.03850449073086717	0.24010937356259335	23.559552150731104	41.797704548931236
1020000	-3121.3493826045146	-3144.604883892623	23.255501288108388	-3144.604883892623	0.03848817714825087	0.24405027158521295	23.255501288108388	29.426272560143314
1021000	-3119.696282215071	-3143.5292482603736	23.83296604530289	-3143.5292482603736	0.03888907870128633	0.23378153550026876	23.83296604530289	41.27588883862313
1022000	-3116.2237753584595	-3139.730497847504	23.506722489044474	-3139.730497847504	0.04300819937874141	0.24176158817509116	23.506722489044474	41.14146656619262
1023000	-3116.9051476812538	-3141.06401292416	24.158865242906465	-3141.06401292416	0.03617132156921228	0.22599544706293598	24.158865242906465	40.5097155973408
1024000	-3121.7833024368542	-3144.0013317695316	22.218029332677386	-3144.0013317695316	0.04093144440119253	0.2723241594580155	22.218029332677386	25.67873884009241
1025000	-3116.2842515853235	-3138.9352054708966	22.650953885572925	-3138.9352054708966	0.04550365679443326	0.263668122145426	22.650953885572925	40.05759255091984
1026000	-3117.8082084483144	-3140.380655640233	22.572447191918503	-3140.380655640233	0.041173584135427224	0.25506137606657103	22.572447191918503	48.3722047758677
1027000	-3118.6416288639416	-3141.343987435359	22.702358571417186	-3141.343987435359	0.039772747822681205	0.25984179137078384	22.702358571417186	27.809965119641127
1028000	-3116.1376366713557	-3139.2264357749136	23.08879910355807	-3139.2264357749136	0.043061657098845914	0.2535941362506602	23.08879910355807	32.47642824812051
1029000	-3114.4135427685046	-3138.3349021487807	23.921359380276105	-3138.3349021487807	0.0397305167782102	0.23167283854683263	23.921359380276105	36.61064658433456
1030000	-3117.289325215173	-3140.537754490585	23.248429275412118	-3140.537754490585	0.03831977278500383	0.2419670894398368	23.248429275412118	28.437367291744447
1031000	-3116.19483371252	-3139.3380402937773	23.143206581257353	-3139.3380402937773	0.04439567224990949	0.2530103372165308	23.143206581257353	35.11776380462398
1032000	-3118.1798267384097	-3141.760050566666	23.580223828256493	-3141.760050566666	0.03704359890362059	0.22875882866946418	23.580223828256493	53.4721233624792
1033000	-3114.3569366748816	-3137.9439571570356	23.58702048215389	-3137.9439571570356	0.04440065287275954	0.23360592054638726	23.58702048215389	29.769391130532277
1034000	-3120.1876156420285	-3142.1473363883106	21.959720746282258	-3142.1473363883106	0.04629503961565077	0.249562984889186	21.959720746282258	59.14299795101795
1035000	-3114.6252865661413	-3138.018699581509	23.393413015367706	-3138.018699581509	0.045881043562091564	0.24412720694156412	23.393413015367706	41.73496315585843
1036000	-3118.385482725092	-3141.397479213921	23.011996488828807	-3141.397479213921	0.04124526194888991	0.24194281844489426	23.011996488828807	51.53248973160049
1037000	-3115.4760783645456	-3139.098794259085	23.62271589453931	-3139.098794259085	0.040389420457794395	0.22318601771823812	23.62271589453931	26.875642316313467
1038000	-3118.506430257543	-3140.74167663749	22.235246379947217	-3140.74167663749	0.04587017822723213	0.2334286260718262	22.235246379947217	66.66860626881625
1039000	-3118.039426343609	-3142.1476419432465	24.10821559963731	-3142.1476419432465	0.03480730170065238	0.21744076680718694	24.10821559963731	30.25416109944512
1040000	-3120.379452717735	-3144.3478035660464	23.96835084831118	-3144.3478035660464	0.04263911764270403	0.2290937036015876	23.96835084831118	44.36365883854495
1041000	-3117.8465655569435	-3141.3127111156355	23.466145558691863	-3141.3127111156355	0.03873343672964207	0.2368807709620262	23.466145558691863	48.088521246190936
1042000	-3125.5330382974116	-3148.9200606068584	23.387022309446944	-3148.9200606068584	0.03818243923590194	0.225982072936507	23.387022309446944	58.69707596756272
1043000	-3121.3383599755803	-3142.244808117773	20.906448142193018	-3142.244808117773	0.04117161417855908	0.26887468926284325	20.906448142193018	58.37483710382281
1044000	-3122.8752395430593	-3145.7924903124126	22.91725076935346	-3145.7924903124126	0.048664512112917155	0.25521755574420946	22.91725076935346	29.23949385163879
1045000	-3124.2882855884955	-3147.2074915393205	22.919205950824946	-3147.2074915393205	0.05163600186220574	0.2554814563664659	22.919205950824946	41.74344057810857
1046000	-3118.852247028709	-3142.168840931178	23.316593902468743	-3142.168840931178	0.03827175332759918	0.23253657243621254	23.316593902468743	26.35658958521317
1047000	-3117.0547762133433	-3140.180691182978	23.125914969634803	-3140.180691182978	0.039560895986755884	0.25341562652686245	23.125914969634803	34.51625545682787
1048000	-3120.1009418251515	-3144.876776586515	24.775834761363715	-3144.876776586515	0.03581304708746891	0.20573798416295602	24.775834761363715	54.382525178652365
1049000	-3118.1761086657457	-3140.6695126971763	22.4934040314307	-3140.6695126971763	0.046176674794020905	0.25443957460750194	22.4934040314307	49.90337748016893
1050000	-3114.277056503428	-3138.186134333865	23.909077830437056	-3138.186134333865	0.03950685664530459	0.2256916443180269	23.909077830437056	30.99433884141377
1051000	-3117.3028466773703	-3140.3764379230865	23.073591245716226	-3140.3764379230865	0.0396547674151662	0.22573554819065317	23.073591245716226	23.28225810496352
1052000	-3116.7133255365384	-3139.7638265634832	23.050501026944975	-3139.7638265634832	0.038433618569900865	0.23765413415614475	23.050501026944975	54.238696778343844
1053000	-3118.6927225499353	-3141.9434579745766	23.250735424641313	-3141.9434579745766	0.0417489087781351	0.24859675787326255	23.250735424641313	40.21929237320571
1054000	-3117.2239603395246	-3138.755867304868	21.531906965343087	-3138.755867304868	0.03836211132920822	0.2224285919319632	21.531906965343087	81.0127506364052
1055000	-3115.9203163333336	-3139.3117685416755	23.391452208342045	-3139.3117685416755	0.03795340511417023	0.24381956944230385	23.391452208342045	32.05526822058863
1056000	-3116.4225397519717	-3139.7438080202087	23.321268268236885	-3139.7438080202087	0.04612606383425097	0.2479418797872345	23.321268268236885	37.49743328354218
1057000	-3119.152838479363	-3142.8663888411907	23.713550361827828	-3142.8663888411907	0.03874089263826484	0.23322259957674535	23.713550361827828	46.415682189009516
1058000	-3116.5384773569176	-3140.6205704669196	24.082093110001974	-3140.6205704669196	0.0401645675784222	0.22790527362512158	24.082093110001974	40.40037012871265
1059000	-3114.9300147275253	-3138.727738043223	23.797723315697443	-3138.727738043223	0.04202463634288193	0.23528113019879385	23.797723315697443	38.3982470892085
1060000	-3117.5440475228256	-3141.2829634579407	23.738915935115102	-3141.2829634579407	0.039040180320931074	0.23122343559082817	23.738915935115102	48.0722284402608
1061000	-3117.010072775626	-3140.4627374630277	23.452664687401434	-3140.4627374630277	0.039872621508687256	0.23537114944356485	23.452664687401434	49.76311789357896
1062000	-3116.8784699598828	-3139.0333627496752	22.154892789792516	-3139.0333627496752	0.04268958126995697	0.23966543961020675	22.154892789792516	63.35385004681043
1063000	-3118.860178133921	-3142.6452647872084	23.785086653287262	-3142.6452647872084	0.04132325431381657	0.228012930946966	23.785086653287262	50.46018810193783
1064000	-3116.617302159951	-3140.579413984699	23.962111824747822	-3140.579413984699	0.03485200463508128	0.22888215146943888	23.962111824747822	34.195643607443806
1065000	-3122.8101043286724	-3145.801451798907	22.991347470234174	-3145.801451798907	0.041338833146196415	0.2521326451329444	22.991347470234174	28.957762523176932
1066000	-3125.1808037077108	-3147.1001907467894	21.919387039078813	-3147.1001907467894	0.04425329579660636	0.26582374464409847	21.919387039078813	21.646144687627665
1067000	-3120.9069679800737	-3143.4376758085273	22.5307078284534	-3143.4376758085273	0.05074316648667378	0.2686932645141331	22.5307078284534	37.91207313592736
1068000	-3116.197730311742	-3139.3677008774403	23.169970565698495	-3139.3677008774403	0.04518705484921298	0.2522373066669882	23.169970565698495	36.33940465959946
1069000	-3115.87466050493	-3139.324454322329	23.4497938173989	-3139.324454322329	0.0388630072354124	0.2430883256450088	23.4497938173989	33.10756862977526
1070000	-3122.906735162695	-3146.1723883336044	23.26565317090963	-3146.1723883336044	0.0385953514432857	0.24637294997365494	23.26565317090963	30.93963240606739
1071000	-3116.9785319732678	-3140.5388247100777	23.560292736809956	-3140.5388247100777	0.043287679580361164	0.24107072956118042	23.560292736809956	39.79292473769151
1072000	-3117.893183564365	-3140.9014340782546	23.008250513889877	-3140.9014340782546	0.045326697720674484	0.25642338107034873	23.008250513889877	37.17071847001584
1073000	-3127.2706238342803	-3145.012222991668	17.741599157387625	-3145.012222991668	0.05249928226395775	0.2761284347842961	17.741599157387625	77.56840694384863
1074000	-3117.4733311304776	-3141.3361121596295	23.862781029151954	-3141.3361121596295	0.038434620312355956	0.23308739575949722	23.862781029151954	41.19744244842147
1075000	-3120.7969790824436	-3143.3153006691964	22.518321586752577	-3143.3153006691964	0.0429295129304751	0.23555420636179453	22.518321586752577	62.237421960060146
1076000	-3119.671930371024	-3142.4468698125957	22.774939441572005	-3142.4468698125957	0.045721316474570145	0.2630644619887786	22.774939441572005	32.07727568609661
1077000	-3119.3566487848334	-3142.4652581748833	23.10860939004998	-3142.4652581748833	0.0452617071397429	0.24156683184220676	23.10860939004998	26.663148975782985
1078000	-3123.469835937754	-3145.776149028068	22.30631309031421	-3145.776149028068	0.04301856337014832	0.23758634242399435	22.30631309031421	20.465359069727107
1079000	-3121.1149869537085	-3144.9284342497763	23.81344729606766	-3144.9284342497763	0.04256782163873843	0.23264592624080152	23.81344729606766	33.589102577268456
1080000	-3118.2612887230625	-3142.452782280559	24.191493557496415	-3142.452782280559	0.038670802654686406	0.2251526713301628	24.191493557496415	39.07274200490996
1081000	-3117.1093804831403	-3139.868501180043	22.75912069690253	-3139.868501180043	0.04147811319762681	0.23953270369951873	22.75912069690253	23.328344619071245
1082000	-3115.151401477858	-3138.785047997397	23.633646519539074	-3138.785047997397	0.04204929568176079	0.23782760972600514	23.633646519539074	42.659369477124436
1083000	-3115.019615939128	-3137.3720175714398	22.352401632311967	-3137.3720175714398	0.04382820631860816	0.25309635804040054	22.352401632311967	52.589936393630104
1084000	-3115.2562368592976	-3139.1475832117812	23.89134635248378	-3139.1475832117812	0.03871234190559297	0.22304492624786487	23.89134635248378	29.643409755146315
1085000	-3116.3119093448213	-3140.625948032605	24.31403868778374	-3140.625948032605	0.037540135799399715	0.21698341245648198	24.31403868778374	51.15297783091078
1086000	-3118.575193743378	-3142.7378459119327	24.162652168554672	-3142.7378459119327	0.03918287954850491	0.22174163250345835	24.162652168554672	33.230995547977756
1087000	-3117.8130133904974	-3142.1529953334557	24.339981942958406	-3142.1529953334557	0.04332041979049703	0.22127469008116057	24.339981942958406	38.76824380729998
1088000	-3119.252543051349	-3142.3875984333777	23.135055382028536	-3142.3875984333777	0.04099735362596975	0.25325992592459534	23.135055382028536	35.46903046850463
1089000	-3118.5368535666244	-3140.913518544178	22.37666497755364	-3140.913518544178	0.03971056622489136	0.2516628100639241	22.37666497755364	53.21695525830994
1090000	-3120.066806752801	-3144.1230164126714	24.0562096598707	-3144.1230164126714	0.03842918706513392	0.22843099852746357	24.0562096598707	41.02978285873312
1091000	-3120.219886278148	-3143.6633331680728	23.443446889924914	-3143.6633331680728	0.03887840752272094	0.2434183655733189	23.443446889924914	33.27262515914888
1092000	-3118.050092887801	-3140.5727996981636	22.522706810362703	-3140.5727996981636	0.04211960789474216	0.2300876359986136	22.522706810362703	65.98294557893784
1093000	-3119.110970067126	-3141.416851767478	22.305881700352174	-3141.416851767478	0.04192135070847704	0.23381379010976922	22.305881700352174	65.68391313249408
1094000	-3119.7930597256145	-3142.5546300580263	22.76157033241163	-3142.5546300580263	0.046075348868887034	0.2560122130530293	22.76157033241163	27.148787860961193
1095000	-3122.0629676016906	-3143.1014680339754	21.038500432284874	-3143.1014680339754	0.04940765782389034	0.2825923256378529	21.038500432284874	18.532052710342203
1096000	-3119.2657881590258	-3142.5483736140104	23.282585454984552	-3142.5483736140104	0.041442946482868795	0.2435025925036246	23.282585454984552	45.44421821992595
1097000	-3115.506724930463	-3137.5608928062757	22.054167875812514	-3137.5608928062757	0.04353531328878268	0.24664970528202745	22.054167875812514	59.95808233340818
1098000	-3118.2521020352965	-3141.6321435506675	23.380041515370955	-3141.6321435506675	0.042741350500060546	0.24633283648371818	23.380041515370955	37.71974292576215
1099000	-3120.259473881451	-3141.9990941825977	21.739620301146797	-3141.9990941825977	0.04724457340410802	0.2622563991490656	21.739620301146797	53.99362380406838
1100000	-3115.0430508597924	-3138.3517217371304	23.30867087733813	-3138.3517217371304	0.040169446270531727	0.24617564491680305	23.30867087733813	41.71036666760045
1101000	-3115.750677062278	-3138.451980927358	22.701303865079865	-3138.451980927358	0.038686867089137086	0.2428952806292882	22.701303865079865	55.06872849899841
1102000	-3117.4410537541517	-3139.905115955728	22.464062201576205	-3139.905115955728	0.03657124009725443	0.22992775767995513	22.464062201576205	66.71684979801572
1103000	-3120.5712142339485	-3144.5925918058974	24.021377571949166	-3144.5925918058974	0.03557986735079729	0.22838366943877267	24.021377571949166	35.62983056633895
1104000	-3115.399679602834	-3139.161190670097	23.76151106726275	-3139.161190670097	0.037340246377810846	0.22442478981678107	23.76151106726275	28.59335079049371
1105000	-3119.5451879969855	-3142.903216968896	23.35802897191004	-3142.903216968896	0.036051530374768784	0.24415521712912888	23.35802897191004	42.828594980859435
1106000	-3117.6048919865325	-3140.650520556036	23.04562856950369	-3140.650520556036	0.036492162878828685	0.22673912102530852	23.04562856950369	62.49607633443281
1107000	-3124.5796320401823	-3148.7578820416047	24.17825000142251	-3148.7578820416047	0.03630378117808863	0.21958884927083952	24.17825000142251	51.21042097567351
1108000	-3117.1354822003855	-3139.8049272462476	22.66944504586217	-3139.8049272462476	0.04556325409071867	0.266262393676011	22.66944504586217	31.885021892196466
1109000	-3117.066792258453	-3140.756640708018	23.68984844956516	-3140.756640708018	0.03795094529089809	0.2353996291340056	23.68984844956516	44.325082113545534
